Design Point;main_inlet_velocity [m s^-1];main_inlet_temperature [K];sec_inlet_velocity [m s^-1];sec_inlet_temperature [K]
DP 385;10.767500000000005;514.38300000000015;49.575000000000017;486.59900000000016
DP 386;10.782500000000004;442.50700000000012;39.525000000000013;510.75900000000019
DP 387;10.797500000000005;568.44100000000026;37.675000000000011;501.39700000000016
DP 388;10.812500000000004;453.98300000000012;67.025000000000034;513.47700000000009
DP 389;10.827500000000004;531.89900000000023;58.075000000000024;339.827
DP 390;10.842500000000005;397.50900000000007;68.875000000000028;335.297
DP 391;10.857500000000005;511.36300000000017;56.325000000000031;348.58500000000004
DP 392;10.872500000000004;516.19500000000016;24.825000000000003;543.07300000000021
DP 393;10.887500000000005;598.03700000000026;44.125000000000014;379.99300000000005
DP 394;10.902500000000003;322.613;56.825000000000031;537.63700000000017
DP 395;10.917500000000004;368.21500000000003;22.075000000000003;556.3610000000001
DP 396;10.932500000000005;380.89900000000006;24.875000000000004;332.579
DP 397;10.947500000000005;543.37500000000023;22.225;465.45900000000017
DP 398;10.962500000000006;525.55700000000013;62.225000000000037;431.6350000000001
DP 399;10.977500000000004;592.90300000000025;53.825000000000024;400.22700000000009
DP 400;10.992500000000003;523.74500000000012;52.325000000000024;440.99700000000007
DP 401;11.007500000000004;436.76900000000012;22.675;447.9430000000001
DP 402;11.022500000000004;400.22700000000009;30.82500000000001;571.46100000000024
DP 403;11.037500000000005;309.325;31.975000000000009;374.557
DP 404;11.052500000000006;467.87500000000011;49.625000000000028;508.94700000000017
DP 405;11.067500000000004;320.80100000000004;27.725000000000005;343.149
DP 406;11.082500000000005;362.17500000000007;58.875000000000028;381.50300000000004
DP 407;11.097500000000004;434.35300000000007;69.67500000000004;442.2050000000001
DP 408;11.112500000000004;303.587;44.225000000000023;395.3950000000001
DP 409;11.127500000000005;468.78100000000006;39.625000000000014;487.80700000000013
DP 410;11.142500000000005;358.55100000000004;25.475000000000005;406.87100000000009
DP 411;11.157500000000004;330.163;25.125000000000004;597.73500000000024
DP 412;11.172500000000005;324.12300000000005;27.025000000000006;367.30900000000008
DP 413;11.187500000000004;350.095;45.175000000000011;567.5350000000002
DP 414;11.202500000000004;573.87700000000018;62.425000000000033;478.44500000000011
DP 415;11.217500000000005;498.98100000000011;32.675000000000011;453.98300000000012
DP 416;11.232500000000005;393.88500000000005;53.575000000000024;452.17100000000011
DP 417;11.247500000000006;517.10100000000011;29.925000000000008;567.23300000000017
DP 418;11.262500000000005;306.305;24.025000000000002;414.42100000000011
DP 419;11.277500000000005;321.40500000000003;65.375000000000028;596.22500000000014
DP 420;11.292500000000004;369.12100000000004;58.125000000000028;593.8090000000002
DP 421;11.307500000000005;336.505;25.775000000000006;306.909
DP 422;11.322500000000005;350.39700000000005;40.575000000000017;428.61500000000012
DP 423;11.337500000000006;492.94100000000014;33.025000000000006;432.84300000000007
DP 424;11.352500000000004;395.3950000000001;55.075000000000024;315.66700000000003
DP 425;11.367500000000005;541.56300000000022;49.875000000000014;497.47100000000017
DP 426;11.382500000000004;418.34700000000009;25.725000000000005;401.1330000000001
DP 427;11.397500000000004;322.915;54.425000000000026;367.00700000000006
DP 428;11.412500000000005;596.52700000000027;40.875000000000014;298.755
DP 429;11.427500000000006;391.77100000000007;27.125000000000007;599.54700000000025
DP 430;11.442500000000006;571.46100000000024;63.92500000000004;518.00700000000018
DP 431;11.457500000000005;516.79900000000021;48.175000000000018;451.56700000000012
DP 432;11.472500000000004;463.94900000000007;61.925000000000033;443.41300000000012
DP 433;11.487500000000004;554.85100000000023;36.825000000000017;340.129
DP 434;11.502500000000005;478.44500000000011;40.27500000000002;489.61900000000014
DP 435;11.517500000000005;418.64900000000011;40.77500000000002;399.32100000000008
DP 436;11.532500000000006;512.87300000000016;64.825000000000045;502.60500000000013
DP 437;11.547500000000005;392.97900000000004;34.57500000000001;389.05300000000005
DP 438;11.562500000000005;386.33500000000004;40.225000000000016;542.77100000000019
DP 439;11.577500000000004;304.19100000000003;63.825000000000038;481.16300000000012
DP 440;11.592500000000005;365.49700000000007;39.975000000000016;540.05300000000011
DP 441;11.607500000000005;490.82700000000017;56.625000000000028;312.647
DP 442;11.622500000000006;352.20900000000006;24.375000000000004;370.93300000000005
DP 443;11.637500000000005;545.18700000000024;55.625000000000028;341.639
DP 444;11.652500000000005;354.927;41.675000000000011;462.43900000000014
DP 445;11.667500000000004;531.29500000000019;66.275000000000034;347.98100000000005
DP 446;11.682500000000005;390.26100000000008;58.325000000000031;468.17700000000013
DP 447;11.697500000000005;535.52300000000014;45.125000000000021;337.41100000000006
DP 448;11.712500000000006;359.15500000000003;30.925000000000008;320.197
DP 449;11.727500000000006;494.75300000000016;43.325000000000017;430.42700000000013
DP 450;11.742500000000005;401.73700000000008;28.325000000000006;338.317
DP 451;11.757500000000006;403.24700000000007;25.675000000000004;439.7890000000001
DP 452;11.772500000000004;431.6350000000001;28.225000000000009;495.65900000000016
DP 453;11.787500000000005;331.37100000000004;58.025000000000034;562.09900000000016
DP 454;11.802500000000006;368.81900000000007;24.475;351.00100000000003
DP 455;11.817500000000006;357.64500000000004;22.275000000000002;454.28500000000008
DP 456;11.832500000000005;328.351;46.725000000000023;315.365
DP 457;11.847500000000005;528.57700000000023;34.725000000000009;299.661
DP 458;11.862500000000004;424.9910000000001;30.125000000000007;577.5010000000002
DP 459;11.877500000000005;379.69100000000003;33.425000000000011;314.15700000000004
DP 460;11.892500000000005;412.30700000000007;54.925000000000026;473.31100000000015
DP 461;11.907500000000006;447.03700000000015;22.325000000000003;517.10100000000011
DP 462;11.922500000000007;539.7510000000002;22.175;387.84500000000008
DP 463;11.937500000000005;504.11500000000018;58.975000000000023;415.9310000000001
DP 464;11.952500000000004;436.16500000000008;62.175000000000026;459.4190000000001
DP 465;11.967500000000005;318.687;41.375000000000014;350.39700000000005
DP 466;11.982500000000005;408.98500000000007;40.725000000000016;463.34500000000008
DP 467;11.997500000000006;478.14300000000014;65.67500000000004;363.98700000000008
DP 468;12.012500000000006;579.31300000000022;29.025000000000006;495.35700000000008
DP 469;12.027500000000005;505.92700000000013;45.075000000000017;357.64500000000004
DP 470;12.042500000000006;536.12700000000018;29.575000000000006;444.62100000000009
DP 471;12.057500000000005;338.92100000000005;53.125000000000028;449.15100000000012
DP 472;12.072500000000005;477.84100000000012;40.325000000000017;461.23100000000011
DP 473;12.087500000000006;522.53700000000015;25.625000000000004;463.64700000000016
DP 474;12.102500000000006;471.19700000000012;68.125000000000043;321.103
DP 475;12.117500000000005;343.75300000000004;47.02500000000002;519.21500000000015
DP 476;12.132500000000006;441.90300000000013;64.42500000000004;470.8950000000001
DP 477;12.147500000000004;386.93900000000008;67.375000000000028;530.08700000000022
DP 478;12.162500000000005;479.65300000000013;33.57500000000001;386.03300000000007
DP 479;12.177500000000006;576.89700000000016;51.075000000000017;436.16500000000008
DP 480;12.192500000000006;421.36700000000008;41.975000000000016;463.94900000000007
DP 481;12.207500000000007;339.52500000000003;38.175000000000011;344.357
DP 482;12.222500000000005;303.285;60.075000000000024;590.78900000000021
DP 483;12.237500000000006;410.1930000000001;35.275000000000013;520.42300000000023
DP 484;12.252500000000005;562.40100000000018;55.325000000000031;558.17300000000023
DP 485;12.267500000000005;387.24100000000004;69.375000000000028;425.89700000000011
DP 486;12.282500000000006;443.71500000000015;64.575000000000031;521.6310000000002
DP 487;12.297500000000007;515.59100000000012;43.175000000000018;519.51700000000017
DP 488;12.312500000000005;561.19300000000021;52.125000000000028;333.78700000000003
DP 489;12.327500000000006;460.62700000000012;25.825000000000003;405.3610000000001
DP 490;12.342500000000005;395.09300000000007;49.125000000000021;448.8490000000001
DP 491;12.357500000000005;526.46300000000019;58.375000000000028;375.46300000000008
DP 492;12.372500000000006;488.10900000000015;64.525000000000034;380.89900000000006
DP 493;12.387500000000006;497.1690000000001;22.025000000000002;539.44900000000018
DP 494;12.402500000000007;298.151;39.075000000000017;597.13100000000031
DP 495;12.417500000000006;361.571;61.47500000000003;530.38900000000012
DP 496;12.432500000000005;570.25300000000016;45.475000000000016;386.33500000000004
DP 497;12.447500000000005;489.31700000000012;63.275000000000027;337.10900000000004
DP 498;12.462500000000006;317.47900000000004;44.725000000000023;409.89100000000008
DP 499;12.477500000000006;437.3730000000001;63.075000000000031;463.04300000000012
DP 500;12.492500000000007;448.24500000000012;41.075000000000017;418.34700000000009
DP 501;12.507500000000006;458.51300000000009;66.92500000000004;506.53100000000018
DP 502;12.522500000000004;542.77100000000019;44.475000000000023;584.74900000000025
DP 503;12.537500000000005;475.72700000000015;21.275000000000002;393.58300000000008
DP 504;12.552500000000004;511.06100000000015;43.825000000000017;323.519
DP 505;12.567500000000006;580.82300000000021;59.675000000000026;555.75700000000018
DP 506;12.582500000000003;333.485;55.72500000000003;546.39500000000021
DP 507;12.597500000000005;469.68700000000013;64.17500000000004;397.50900000000007
DP 508;12.612500000000004;370.63100000000009;59.075000000000024;377.27500000000003
DP 509;12.627500000000005;394.79100000000005;35.225000000000009;371.83900000000006
DP 510;12.642500000000005;548.20700000000022;29.475000000000009;546.09300000000019
DP 511;12.657500000000006;586.56100000000015;60.625000000000036;516.79900000000021
DP 512;12.672500000000005;475.42500000000007;39.025000000000013;595.01700000000028
DP 513;12.687500000000007;437.67500000000007;29.975000000000009;511.06100000000015
DP 514;12.702500000000004;504.71900000000016;55.77500000000002;456.70100000000008
DP 515;12.717500000000006;535.22100000000023;38.475000000000009;472.40500000000009
DP 516;12.732500000000005;416.23300000000006;58.175000000000026;584.14500000000021
DP 517;12.747500000000006;300.567;44.675000000000018;439.18500000000012
DP 518;12.762500000000005;551.2270000000002;26.275000000000006;462.7410000000001
DP 519;12.777500000000007;338.317;46.375000000000014;479.04900000000009
DP 520;12.792500000000004;389.35500000000008;26.075000000000003;329.86100000000005
DP 521;12.807500000000006;430.42700000000013;35.375000000000014;317.781
DP 522;12.822500000000005;439.48700000000008;40.175000000000011;322.009
DP 523;12.837500000000006;341.639;47.77500000000002;548.20700000000022
DP 524;12.852500000000004;530.08700000000022;68.025000000000034;476.93500000000017
DP 525;12.867500000000007;513.17500000000018;69.475000000000037;592.29900000000021
DP 526;12.882500000000004;315.365;27.825000000000006;391.46900000000005
DP 527;12.897500000000006;563.91100000000029;65.575000000000031;322.915
DP 528;12.912500000000005;578.40700000000015;65.325000000000045;352.81300000000005
DP 529;12.927500000000006;476.6330000000001;34.82500000000001;583.54100000000017
DP 530;12.942500000000004;460.92900000000009;20.975;495.05500000000018
DP 531;12.957500000000007;563.00500000000011;30.775000000000006;485.08900000000011
DP 532;12.972500000000004;426.19900000000007;34.775000000000013;426.80300000000011
DP 533;12.987500000000006;417.74300000000011;24.975000000000005;345.56500000000005
DP 534;13.002500000000005;348.58500000000004;39.675000000000011;303.889
DP 535;13.017500000000005;540.65700000000015;44.075000000000017;478.74700000000018
DP 536;13.032500000000004;383.91900000000004;59.775000000000027;328.95500000000004
DP 537;13.047500000000007;446.73500000000013;28.925000000000004;442.50700000000012
DP 538;13.062500000000005;564.81700000000023;53.075000000000024;446.43300000000011
DP 539;13.077500000000006;518.00700000000018;41.425000000000011;540.35500000000025
DP 540;13.092500000000005;493.84700000000015;58.22500000000003;531.29500000000019
DP 541;13.107500000000007;554.24700000000018;24.675000000000004;541.56300000000022
DP 542;13.122500000000004;329.257;52.825000000000024;388.75100000000009
DP 543;13.137500000000006;396.60300000000007;42.725000000000016;415.32700000000011
DP 544;13.152500000000005;305.701;29.075000000000006;324.72700000000003
DP 545;13.167500000000006;509.85300000000018;67.825000000000045;416.8370000000001
DP 546;13.182500000000005;478.74700000000018;40.625000000000014;468.78100000000006
DP 547;13.197500000000007;459.4190000000001;56.875000000000021;503.51100000000019
DP 548;13.212500000000006;577.5010000000002;46.975000000000016;410.49500000000012
DP 549;13.227500000000006;555.45500000000015;69.225000000000051;421.36700000000008
DP 550;13.242500000000005;344.357;21.575000000000003;401.43500000000006
DP 551;13.257500000000007;464.85500000000013;62.725000000000037;596.82900000000018
DP 552;13.272500000000004;557.26700000000028;61.375000000000028;531.59700000000021
DP 553;13.287500000000007;566.0250000000002;39.125000000000014;388.14700000000005
DP 554;13.302500000000006;581.42700000000025;27.175000000000004;342.545
DP 555;13.317500000000006;319.593;37.025000000000013;535.82500000000016
DP 556;13.332500000000005;299.057;62.575000000000031;457.60700000000008
DP 557;13.347500000000007;322.009;38.525000000000013;537.33500000000026
DP 558;13.362500000000004;480.8610000000001;39.175000000000011;486.90100000000012
DP 559;13.377500000000007;473.61300000000011;64.325000000000045;521.32900000000018
DP 560;13.392500000000005;375.16100000000006;67.625000000000043;393.88500000000005
DP 561;13.407500000000006;370.02700000000004;20.675;446.13100000000009
DP 562;13.422500000000005;420.76300000000009;61.175000000000026;322.31100000000004
DP 563;13.437500000000007;472.10300000000018;38.825000000000017;519.81900000000019
DP 564;13.452500000000004;591.99700000000018;57.275000000000027;369.725
DP 565;13.467500000000006;486.59900000000016;27.625000000000007;440.09100000000012
DP 566;13.482500000000005;367.00700000000006;57.875000000000028;578.40700000000015
DP 567;13.497500000000006;360.06100000000004;52.27500000000002;523.14100000000019
DP 568;13.512500000000005;538.84500000000014;28.375000000000007;308.721
DP 569;13.527500000000007;312.345;64.775000000000034;506.83300000000014
DP 570;13.542500000000006;404.75700000000006;45.825000000000017;559.68300000000022
DP 571;13.557500000000006;428.01100000000008;63.225000000000037;453.37900000000013
DP 572;13.572500000000005;413.5150000000001;22.375;487.20300000000015
DP 573;13.587500000000007;367.61100000000005;35.975000000000009;589.88300000000027
DP 574;13.602500000000004;383.61700000000008;21.425;327.747
DP 575;13.617500000000007;503.8130000000001;34.07500000000001;489.31700000000012
DP 576;13.632500000000006;468.17700000000013;43.52500000000002;560.28700000000026
DP 577;13.647500000000006;356.437;30.275000000000006;498.98100000000011
DP 578;13.662500000000005;507.13500000000016;55.27500000000002;544.28100000000018
DP 579;13.677500000000007;425.29300000000012;28.275000000000006;354.927
DP 580;13.692500000000006;523.14100000000019;55.575000000000024;450.66100000000006
DP 581;13.707500000000007;491.73300000000012;65.275000000000034;384.82500000000005
DP 582;13.722500000000005;310.533;62.375000000000028;488.41100000000017
DP 583;13.737500000000008;585.95700000000022;59.025000000000034;346.773
DP 584;13.752500000000005;299.963;56.475000000000023;597.43300000000022
DP 585;13.767500000000007;334.995;69.975000000000023;454.5870000000001
DP 586;13.782500000000006;349.189;63.875000000000028;590.48700000000031
DP 587;13.797500000000007;482.97500000000014;66.075000000000031;448.24500000000012
DP 588;13.812500000000005;323.821;21.025000000000002;494.45100000000014
DP 589;13.827500000000008;512.26900000000012;30.625000000000007;524.65100000000018
DP 590;13.842500000000005;439.18500000000012;45.725000000000023;461.83500000000015
DP 591;13.857500000000007;340.73300000000006;22.125;472.70700000000011
DP 592;13.872500000000006;587.76900000000023;27.775000000000006;300.265
DP 593;13.887500000000006;397.81100000000009;51.27500000000002;469.68700000000013
DP 594;13.902500000000005;419.85700000000008;20.875;418.04500000000007
DP 595;13.917500000000008;488.41100000000017;33.875000000000007;527.36900000000014
DP 596;13.932500000000005;479.04900000000009;27.475000000000005;589.27900000000022
DP 597;13.947500000000007;452.17100000000011;34.125000000000014;406.56900000000007
DP 598;13.962500000000006;324.425;41.52500000000002;518.3090000000002
DP 599;13.977500000000006;466.66700000000014;53.22500000000003;595.92300000000023
DP 600;13.992500000000005;399.92500000000007;45.325000000000017;412.30700000000007
DP 601;14.007500000000007;306.909;45.02500000000002;402.94500000000005
DP 602;14.022500000000006;339.827;45.575000000000017;469.98900000000009
DP 603;14.037500000000007;450.35900000000015;28.025000000000006;370.32900000000006
DP 604;14.052500000000006;540.95900000000017;45.425000000000018;581.42700000000025
DP 605;14.067500000000008;303.889;36.775000000000013;451.2650000000001
DP 606;14.082500000000005;591.69500000000016;32.425000000000011;532.20100000000014
DP 607;14.097500000000007;594.11100000000033;27.075000000000003;501.09500000000014
DP 608;14.112500000000006;510.75900000000019;67.525000000000034;477.5390000000001
DP 609;14.127500000000007;509.55100000000016;61.275000000000027;347.67900000000003
DP 610;14.142500000000005;432.84300000000007;67.67500000000004;467.57300000000009
DP 611;14.157500000000008;438.58100000000013;44.925000000000018;547.30100000000016
DP 612;14.172500000000007;583.54100000000017;32.225000000000009;584.44700000000023
DP 613;14.187500000000007;545.79100000000017;33.175000000000011;509.55100000000016
DP 614;14.202500000000006;385.73100000000005;40.02500000000002;336.20300000000003
DP 615;14.217500000000008;457.00300000000016;29.82500000000001;332.88100000000003
DP 616;14.232500000000005;547.60300000000018;69.125000000000043;549.11300000000017
DP 617;14.247500000000008;400.83100000000007;30.425000000000008;535.22100000000023
DP 618;14.262500000000006;548.50900000000024;34.975000000000009;536.4290000000002
DP 619;14.277500000000007;347.07500000000005;67.225000000000037;510.1550000000002
DP 620;14.292500000000006;556.96500000000015;45.275000000000013;385.12700000000007
DP 621;14.307500000000008;599.24500000000023;23.575000000000003;516.49700000000018
DP 622;14.322500000000005;399.62300000000005;54.175000000000026;392.67700000000008
DP 623;14.337500000000007;434.65500000000009;66.67500000000004;573.27300000000014
DP 624;14.352500000000006;470.8950000000001;37.625000000000014;521.02700000000016
DP 625;14.367500000000007;376.97300000000007;46.575000000000017;301.775
DP 626;14.382500000000006;411.0990000000001;22.425;526.16100000000017
DP 627;14.397500000000008;460.3250000000001;50.425000000000026;318.98900000000003
DP 628;14.412500000000005;389.65700000000004;51.675000000000018;595.62100000000021
DP 629;14.427500000000007;565.72300000000018;43.575000000000017;544.5830000000002
DP 630;14.442500000000006;550.32100000000014;31.125000000000007;438.8830000000001
DP 631;14.457500000000007;581.12500000000023;54.22500000000003;396.30100000000004
DP 632;14.472500000000005;455.19100000000014;47.075000000000017;591.09100000000024
DP 633;14.487500000000008;502.60500000000013;60.725000000000037;413.81700000000012
DP 634;14.502500000000007;461.23100000000011;32.07500000000001;492.94100000000014
DP 635;14.517500000000007;389.05300000000005;23.875000000000004;462.13700000000006
DP 636;14.532500000000006;378.78500000000008;36.575000000000017;479.35100000000011
DP 637;14.547500000000008;308.419;67.125000000000043;500.18900000000014
DP 638;14.562500000000005;552.43500000000017;49.825000000000024;325.935
DP 639;14.577500000000008;382.40900000000005;35.725000000000009;522.53700000000015
DP 640;14.592500000000006;441.29900000000009;32.975000000000009;534.91900000000021
DP 641;14.607500000000007;402.0390000000001;30.375000000000007;406.26700000000005
DP 642;14.622500000000006;451.86900000000009;38.425000000000011;317.177
DP 643;14.637500000000008;595.31900000000019;26.425000000000004;437.97700000000009
DP 644;14.652500000000007;429.21900000000011;47.925000000000026;364.28900000000004
DP 645;14.667500000000008;316.875;62.925000000000033;365.79900000000004
DP 646;14.682500000000006;449.15100000000012;27.675000000000004;482.06900000000007
DP 647;14.697500000000009;340.43100000000004;24.225;552.13300000000015
DP 648;14.712500000000006;593.50700000000029;37.275000000000013;554.85100000000023
DP 649;14.727500000000008;495.96100000000013;59.425000000000033;498.37700000000012
DP 650;14.742500000000007;310.231;25.425000000000004;386.63700000000006
DP 651;14.757500000000007;345.867;50.175000000000018;469.08300000000014
DP 652;14.772500000000006;519.81900000000019;38.125000000000014;459.11700000000008
DP 653;14.787500000000009;524.34900000000016;22.825000000000003;308.419
DP 654;14.802500000000006;392.07300000000009;68.725000000000037;582.03100000000018
DP 655;14.817500000000008;379.38900000000007;38.975000000000016;370.02700000000004
DP 656;14.832500000000007;362.77900000000005;47.125000000000021;435.56100000000009
DP 657;14.847500000000007;486.90100000000012;54.675000000000026;595.31900000000019
DP 658;14.862500000000006;598.33900000000017;39.225000000000016;582.63500000000022
DP 659;14.877500000000008;466.36500000000012;28.475000000000009;588.07100000000025
DP 660;14.892500000000005;561.79700000000025;39.825000000000017;590.18500000000017
DP 661;14.907500000000008;440.99700000000007;37.075000000000017;553.03900000000021
DP 662;14.922500000000007;519.51700000000017;25.325000000000003;458.81500000000017
DP 663;14.937500000000007;553.64300000000026;62.625000000000036;502.00100000000009
DP 664;14.952500000000006;582.93700000000013;59.575000000000024;305.701
DP 665;14.967500000000008;305.399;60.675000000000026;316.875
DP 666;14.982500000000007;358.85300000000007;28.575000000000006;395.99900000000008
DP 667;14.997500000000008;574.1790000000002;31.475000000000009;331.37100000000004
DP 668;15.012500000000006;336.807;34.32500000000001;408.38100000000009
DP 669;15.027500000000009;589.27900000000022;23.325000000000003;472.10300000000018
DP 670;15.042500000000006;534.01300000000015;47.52500000000002;558.47500000000014
DP 671;15.057500000000008;424.68900000000008;33.625000000000007;305.097
DP 672;15.072500000000007;342.545;22.925;556.96500000000015
DP 673;15.087500000000007;533.1070000000002;54.025000000000027;423.78300000000013
DP 674;15.102500000000006;450.96300000000008;29.675000000000008;371.53700000000003
DP 675;15.117500000000009;440.69500000000011;69.575000000000045;570.8570000000002
DP 676;15.132500000000007;518.3090000000002;52.625000000000028;358.249
DP 677;15.147500000000008;368.51700000000005;45.675000000000011;499.28300000000013
DP 678;15.162500000000007;430.12500000000011;26.175000000000004;569.64900000000011
DP 679;15.177500000000009;388.75100000000009;30.07500000000001;524.34900000000016
DP 680;15.192500000000006;576.59500000000025;41.325000000000017;298.453
DP 681;15.207500000000008;300.265;59.875000000000028;378.18100000000004
DP 682;15.222500000000007;444.92300000000012;52.175000000000018;316.57300000000004
DP 683;15.237500000000008;534.91900000000021;51.925000000000026;513.77900000000022
DP 684;15.252500000000007;459.11700000000008;21.975;377.57700000000006
DP 685;15.267500000000009;593.20500000000015;52.675000000000018;475.42500000000007
DP 686;15.282500000000006;531.59700000000021;57.575000000000024;384.22100000000006
DP 687;15.297500000000008;357.94700000000006;63.675000000000033;564.51500000000021
DP 688;15.312500000000007;371.53700000000003;31.175000000000008;374.85900000000004
DP 689;15.327500000000008;472.70700000000011;25.575000000000003;545.18700000000024
DP 690;15.342500000000006;383.01300000000003;34.675000000000011;515.89300000000014
DP 691;15.357500000000009;352.511;34.475000000000009;585.05100000000016
DP 692;15.372500000000006;487.50500000000011;27.875000000000007;577.80300000000022
DP 693;15.387500000000008;446.13100000000009;23.475;511.66500000000013
DP 694;15.402500000000007;375.76500000000004;27.325000000000006;467.87500000000011
DP 695;15.417500000000008;348.88700000000006;25.075000000000003;586.25900000000024
DP 696;15.432500000000006;320.499;62.825000000000038;308.117
DP 697;15.447500000000009;556.0590000000002;60.97500000000003;376.06700000000006
DP 698;15.462500000000007;321.707;61.025000000000034;373.34900000000005
DP 699;15.477500000000008;415.32700000000011;50.725000000000023;356.73900000000003
DP 700;15.492500000000007;347.98100000000005;54.27500000000002;568.74300000000017
DP 701;15.507500000000009;585.05100000000016;50.52500000000002;311.741
DP 702;15.522500000000006;353.71900000000005;66.42500000000004;445.22500000000014
DP 703;15.537500000000009;323.21700000000004;53.975000000000023;439.48700000000008
DP 704;15.552500000000007;444.31900000000007;20.925;436.76900000000012
DP 705;15.567500000000008;521.93300000000011;56.925000000000033;573.57500000000027
DP 706;15.582500000000007;411.70300000000009;30.675000000000008;367.61100000000005
DP 707;15.597500000000009;419.2530000000001;41.475000000000016;533.1070000000002
DP 708;15.612500000000008;534.61700000000019;26.125000000000004;556.66300000000024
DP 709;15.627500000000008;488.71300000000008;48.225000000000023;313.553
DP 710;15.642500000000007;501.39700000000016;59.72500000000003;537.93900000000019
DP 711;15.65750000000001;574.78300000000024;44.875000000000014;338.92100000000005
DP 712;15.672500000000007;588.07100000000025;63.97500000000003;390.56300000000005
DP 713;15.687500000000009;302.077;32.625000000000007;543.97900000000027
DP 714;15.702500000000008;326.53900000000004;39.725000000000016;563.30700000000024
DP 715;15.717500000000008;549.41500000000019;53.475000000000023;307.815
DP 716;15.732500000000007;580.21900000000028;60.325000000000031;415.02500000000009
DP 717;15.747500000000009;546.99900000000025;39.275000000000013;405.05900000000008
DP 718;15.762500000000006;458.81500000000017;35.925000000000011;402.64300000000009
DP 719;15.777500000000009;520.72500000000014;45.975000000000016;527.06700000000023
DP 720;15.792500000000008;591.39300000000026;41.225000000000016;411.0990000000001
DP 721;15.807500000000008;442.80900000000008;64.375000000000028;560.58900000000017
DP 722;15.822500000000007;555.15300000000025;60.575000000000031;481.76700000000017
DP 723;15.837500000000009;367.91300000000007;68.375000000000028;416.23300000000006
DP 724;15.852500000000006;519.21500000000015;44.975000000000023;492.63900000000012
DP 725;15.867500000000009;346.773;51.175000000000018;575.68900000000019
DP 726;15.882500000000007;493.54500000000013;21.325;586.86300000000028
DP 727;15.897500000000008;566.93100000000027;57.625000000000028;365.19500000000005
DP 728;15.912500000000007;505.32300000000021;61.525000000000034;585.6550000000002
DP 729;15.927500000000009;525.85900000000015;35.425000000000011;549.71700000000021
DP 730;15.942500000000008;351.00100000000003;21.225;492.0350000000002
DP 731;15.957500000000008;404.4550000000001;44.375000000000014;515.59100000000012
DP 732;15.972500000000007;363.68500000000006;55.025000000000027;381.80500000000006
DP 733;15.98750000000001;479.95500000000015;39.475000000000016;574.48100000000022
DP 734;16.002500000000005;569.34700000000021;49.925000000000026;377.879
DP 735;16.017500000000009;410.49500000000012;55.475000000000023;480.8610000000001
DP 736;16.032500000000006;507.73900000000015;65.525000000000034;361.571
DP 737;16.047500000000007;568.74300000000017;32.175000000000011;465.1570000000001
DP 738;16.062500000000007;386.03300000000007;58.525000000000034;383.61700000000008
DP 739;16.077500000000008;421.06500000000011;34.175000000000011;496.56500000000017
DP 740;16.092500000000008;299.661;62.125000000000036;360.96700000000004
DP 741;16.107500000000009;354.32300000000004;50.675000000000018;344.05500000000006
DP 742;16.122500000000009;477.5390000000001;41.925000000000018;331.673
DP 743;16.13750000000001;374.25500000000005;62.97500000000003;459.72100000000012
DP 744;16.152500000000007;492.63900000000012;23.825000000000003;382.10700000000008
DP 745;16.167500000000011;502.90700000000015;40.975000000000016;576.59500000000025
DP 746;16.182500000000008;521.02700000000016;49.075000000000017;577.1990000000003
DP 747;16.197500000000009;306.607;46.02500000000002;341.94100000000003
DP 748;16.212500000000006;451.2650000000001;54.875000000000021;357.34300000000007
DP 749;16.22750000000001;301.171;34.225000000000009;476.02900000000011
DP 750;16.242500000000007;544.88500000000022;61.775000000000027;559.07900000000018
DP 751;16.257500000000007;577.1990000000003;69.625000000000043;399.92500000000007
DP 752;16.272500000000008;583.23900000000026;28.875000000000007;576.29300000000012
DP 753;16.287500000000009;575.68900000000019;43.475000000000023;489.92100000000011
DP 754;16.302500000000009;314.761;26.775000000000006;581.12500000000023
DP 755;16.31750000000001;546.69700000000012;60.775000000000027;445.5270000000001
DP 756;16.332500000000007;491.43100000000015;42.77500000000002;512.26900000000012
DP 757;16.347500000000011;576.29300000000012;51.625000000000028;467.27100000000013
DP 758;16.362500000000008;490.22300000000018;65.92500000000004;309.325
DP 759;16.377500000000008;517.40300000000025;20.275;510.45700000000011
DP 760;16.392500000000005;515.2890000000001;40.925000000000011;503.8130000000001
DP 761;16.40750000000001;373.34900000000005;54.575000000000024;465.76100000000008
DP 762;16.422500000000007;417.13900000000012;66.17500000000004;440.39300000000014
DP 764;16.452500000000008;327.14300000000003;49.375000000000014;524.04700000000025
DP 765;16.467500000000008;521.6310000000002;66.325000000000045;493.24300000000017
DP 766;16.482500000000009;495.35700000000008;21.675;431.03100000000006
DP 767;16.497500000000009;473.91500000000013;27.525000000000006;553.64300000000026
DP 768;16.51250000000001;530.69100000000026;42.975000000000023;393.28100000000006
DP 769;16.527500000000011;552.13300000000015;22.475;420.76300000000009
DP 770;16.542500000000008;316.271;63.575000000000031;538.54300000000023
DP 771;16.557500000000012;361.87300000000005;60.425000000000033;344.961
DP 772;16.572500000000009;533.40900000000011;60.925000000000033;396.90500000000009
DP 773;16.587500000000009;549.71700000000021;64.975000000000023;528.2750000000002
DP 774;16.602500000000006;560.28700000000026;35.475000000000009;432.23900000000009
